fictitious,identifier,class,roadNumber,name1,name1_lang,name2,name2_lang,formOfWay,length,primary,trunkRoad,loop,startNode,endNode,structure,nameTOID,numberTOID,function.,length_raw,length_str,length_dif,sinuosity
false,72739B12-8A40-4325-B84E-EF3E0E533302,Unclassified,NA,Bletcham Way,NA,NA,NA,Single Carriageway,291,false,false,false,3BF9D288-D3A4-4FF4-BC80-103C9BBDCFD0,4FCAB935-BFDB-4376-BA2E-2D448B275438,NA,osgb4000000019392918,NA,Minor Road,291.466974245594,285.801576622671,5.66539762292319,1.01982283544364
false,AF7FFF53-E7B1-4E31-A607-0B66C9A16D42,Unclassified,NA,Tongwell Street,NA,NA,NA,Single Carriageway,328,false,false,false,81603FD9-1A6E-47E1-8055-2D76054A667F,3BEF6899-10E6-46A7-9B68-DE1679308655,NA,osgb4000000019417856,NA,Minor Road,327.9447990128,320.224576976849,7.72022203595048,1.02410877425098
false,49D94F1E-051F-43CE-AF93-1B27CC244D2A,Unclassified,NA,Mithras Gardens,NA,NA,NA,Single Carriageway,42,false,false,false,1711A689-C9C7-4064-8CD0-79C9CB600170,FBEC20D3-790C-442A-8761-0E03ED08629E,NA,osgb4000000019417795,NA,Local Road,42.0119030752,42.0119030752,0,1
false,D45AC959-3686-437B-8EA9-5096E70D900B,Unclassified,NA,Mithras Gardens,NA,NA,NA,Single Carriageway,87,false,false,false,81001458-B37E-4426-8014-C59F2DF230FF,A85F2088-308D-4A81-964F-02439E95CCE5,NA,osgb4000000019417795,NA,Local Road,87.2681345168037,83.0533184165481,4.21481610025562,1.05074831663097
false,6E9D5808-3400-412A-8652-16DAA83A7E28,Unclassified,NA,Mithras Gardens,NA,NA,NA,Single Carriageway,39,false,false,false,1717D099-A8E1-466A-A9CA-DEAB26846158,1FAD050C-32AC-4F7F-9E1A-FE02ABC1D07D,NA,osgb4000000019417795,NA,Local Road,38.9101529166874,38.9101529166874,0,1
false,46902CF7-EC2E-4F0D-81E3-56316DBD2BD6,Unclassified,NA,Gregories Drive,NA,NA,NA,Single Carriageway,25,false,false,false,1717D099-A8E1-466A-A9CA-DEAB26846158,2B305FD5-FAF8-499B-854F-5066D479E094,NA,osgb4000000019397399,NA,Minor Road,24.5967477524977,24.5967477524977,0,1
false,F42B25B7-7399-40C8-9F56-7BDF15A81689,Unclassified,NA,Scotch Firs,NA,NA,NA,Single Carriageway,37,false,false,false,CD813589-1EB3-494A-977D-2212CA861E04,2B305FD5-FAF8-499B-854F-5066D479E094,NA,osgb4000000019540077,NA,Local Road,36.5828992763882,36.5828990103507,2.66037417873122e-07,1.00000000727218
false,571C0C68-3463-4B01-A7F2-E3530CA76D45,Unclassified,NA,Mithras Gardens,NA,NA,NA,Single Carriageway,32,false,false,false,1FAD050C-32AC-4F7F-9E1A-FE02ABC1D07D,1711A689-C9C7-4064-8CD0-79C9CB600170,NA,osgb4000000019417795,NA,Local Road,31.7804971641414,31.7804971641414,0,1
false,B13310EE-D339-4477-8FC8-8D5D7C254007,Unclassified,NA,Mithras Gardens,NA,NA,NA,Single Carriageway,37,false,false,false,1711A689-C9C7-4064-8CD0-79C9CB600170,B5455C61-F1D6-470B-936C-4E05FAC6A3AA,NA,osgb4000000019417795,NA,Local Road,36.6742416417845,36.6742416417845,0,1
false,667B920B-7CA1-49D8-8D47-3D34C13969CE,Unclassified,NA,Mithras Gardens,NA,NA,NA,Single Carriageway,38,false,false,false,1FAD050C-32AC-4F7F-9E1A-FE02ABC1D07D,1D50E248-5C1A-42D1-89F3-ED4E2E6C00AE,NA,osgb4000000019417795,NA,Local Road,37.6339576337589,37.6339554126256,2.2211332506572e-06,1.00000005901939
false,96343B76-2357-490F-8D04-469D23B84D40,Unclassified,NA,Rubbra Close,NA,NA,NA,Single Carriageway,76,false,false,false,51294F1A-4C7A-474E-94F6-64C4B66D9306,551AF322-529C-4F45-AE59-521CDD30A7A8,NA,osgb4000000019431268,NA,Local Road,76.2447817097277,74.2428447730823,2.00193693664534,1.02696471212497
false,F34BC95D-44F7-479E-8ACE-73573F8879BD,Unclassified,NA,Gregories Drive,NA,NA,NA,Single Carriageway,203,false,false,false,2B305FD5-FAF8-499B-854F-5066D479E094,ACD2231C-A27B-4B3D-9216-7869303CF91F,NA,osgb4000000019397399,NA,Minor Road,203.421885575399,202.081666659794,1.34021891560491,1.00663206582644
false,45086B25-7EC9-4C86-BFB9-528514C18A16,Unclassified,NA,Brahms Close,NA,NA,NA,Single Carriageway,123,false,false,false,ABE5B9C3-5B23-4822-A597-A7C767333B12,BD5FD99B-11A2-4F8B-8EE9-28D758AB2ECD,NA,osgb4000000019431352,NA,Local Road,123.158694609906,98.0901483330386,25.0685462768677,1.25556640195664
false,506E93CE-ED97-4D64-8245-4CAFC405674F,Unclassified,NA,Tansman Lane,NA,NA,NA,Single Carriageway,106,false,false,false,31BFA797-4C60-407A-A3E3-C1A604810946,7039214F-F5CE-4EAD-8F67-1BCF0E88D63E,NA,osgb4000000019431353,NA,Local Road,106.476797150927,106.470653233649,0.00614391727732766,1.00005770526517
false,EA667009-E8EF-4BE2-88EE-78C4ADC0E3D9,Unclassified,NA,Bruckner Gardens,NA,NA,NA,Single Carriageway,55,false,false,false,9CC3334B-D4C1-4D77-91D8-D2F6824BC59C,0436CF58-AC4C-43EC-A9DE-FBAEBD7020F2,NA,osgb4000000019431355,NA,Local Road,55.0098131508074,42.190046219458,12.8197669313494,1.3038576176159
false,6D199FBC-C246-40FC-983A-888B92244710,Unclassified,NA,Bruckner Gardens,NA,NA,NA,Single Carriageway,66,false,false,false,B1CAE12C-61EE-4505-A8CB-4CF6A673D7CF,0436CF58-AC4C-43EC-A9DE-FBAEBD7020F2,NA,osgb4000000019431355,NA,Local Road,66.3705279422784,48.3011387029333,18.0693892393451,1.37409861805696
false,3EC38AEA-7042-422A-AFA0-C950763C85FD,Unclassified,NA,Arne Lane,NA,NA,NA,Single Carriageway,91,false,false,false,BD5FD99B-11A2-4F8B-8EE9-28D758AB2ECD,8B71C2C2-AD0D-474C-82B2-94A94C94BC35,NA,osgb4000000019417799,NA,Local Road,91.193887759423,89.8443097808648,1.3495779785582,1.01502129608263
false,1C725F9B-5611-4706-AFE8-6B323614C20D,Unclassified,NA,Arne Lane,NA,NA,NA,Single Carriageway,54,false,false,false,BD5FD99B-11A2-4F8B-8EE9-28D758AB2ECD,7039214F-F5CE-4EAD-8F67-1BCF0E88D63E,NA,osgb4000000019417799,NA,Local Road,54.1202365109392,54.1202365109392,0,1
false,C0C0F59E-B106-4840-ACCC-89B079BECF93,Unclassified,NA,Bruckner Gardens,NA,NA,NA,Single Carriageway,67,false,false,false,3E01D334-A2B8-4093-B9B6-D1E71D3BB5EA,0436CF58-AC4C-43EC-A9DE-FBAEBD7020F2,NA,osgb4000000019431355,NA,Local Road,66.7308024828115,66.7308024828115,0,1
false,355B9436-AD28-45C6-84DF-E078C0686E2F,Unclassified,NA,Hindemith Gardens,NA,NA,NA,Single Carriageway,48,false,false,false,7DAF9135-6060-433C-8640-076CDD2B4B20,C3252A56-19B4-43F4-B4F7-A178BB5B4FE3,NA,osgb4000000019417800,NA,Local Road,47.571262117405,47.5712612824411,8.34963934437383e-07,1.00000001755186
false,478A3DB0-DE7D-4FCF-B30E-17C66E3DEF51,Unclassified,NA,Arne Lane,NA,NA,NA,Single Carriageway,52,false,false,false,7039214F-F5CE-4EAD-8F67-1BCF0E88D63E,08B21F42-47F8-4DE4-B47E-17B88654644E,NA,osgb4000000019417799,NA,Local Road,52.2046255912694,50.9313263129874,1.27329927828204,1.0250003165136
false,9A176D7E-EE6E-4987-B4FF-7D25F68E086A,Unclassified,NA,Hindemith Gardens,NA,NA,NA,Single Carriageway,44,false,false,false,104A043F-0D72-4CAE-8D93-8DEE5BD3F5B3,4E6DC0A0-4726-407A-BBEE-D83C9BA27D96,NA,osgb4000000019417800,NA,Local Road,43.8292197530151,43.8292140016223,5.75139285530213e-06,1.00000013122282
false,276FCFBE-AFD9-4FB2-8233-08553631FAFE,Unclassified,NA,Hindemith Gardens,NA,NA,NA,Single Carriageway,63,false,false,false,E9506F96-3045-434C-A7D4-852343ACF365,7DAF9135-6060-433C-8640-076CDD2B4B20,NA,osgb4000000019417800,NA,Local Road,63.2638917550636,63.2638917550636,0,1
false,EF6D90CB-1253-4021-A883-4BA4ECBFC55C,Unclassified,NA,Hindemith Gardens,NA,NA,NA,Single Carriageway,50,false,false,false,4E6DC0A0-4726-407A-BBEE-D83C9BA27D96,7DAF9135-6060-433C-8640-076CDD2B4B20,NA,osgb4000000019417800,NA,Local Road,50.4325779818699,50.4325777647695,2.17100343036236e-07,1.00000000430476
false,33D9C560-4798-439D-8E61-2FDAEF4131B4,Unclassified,NA,Arne Lane,NA,NA,NA,Single Carriageway,42,false,false,false,08B21F42-47F8-4DE4-B47E-17B88654644E,93025FD1-37B2-4F3B-9107-6E5D9224373E,NA,osgb4000000019417799,NA,Local Road,42.0594816896262,42.0594816896262,0,1
false,5D170BBD-713D-4DF1-BD64-D0BDB110150D,Unclassified,NA,Lutyens Grove,NA,NA,NA,Single Carriageway,71,false,false,false,08B21F42-47F8-4DE4-B47E-17B88654644E,A1EE1791-AD5F-43EF-B655-6DFE64AC350A,NA,osgb4000000019431358,NA,Local Road,70.7752832039945,67.1788657242737,3.59641747972081,1.05353495390175
false,D066A615-3EB2-4EF0-9BC3-CD670AA89FED,Unclassified,NA,Bruckner Gardens,NA,NA,NA,Single Carriageway,51,false,false,false,3E01D334-A2B8-4093-B9B6-D1E71D3BB5EA,374FC640-E8AD-4A2D-894E-6DD3D65078F5,NA,osgb4000000019431355,NA,Local Road,50.5371150739731,50.5371150739731,0,1
false,1628144A-102B-433F-9D48-D03AFC4681AB,Unclassified,NA,Bruckner Gardens,NA,NA,NA,Single Carriageway,41,false,false,false,93025FD1-37B2-4F3B-9107-6E5D9224373E,3E01D334-A2B8-4093-B9B6-D1E71D3BB5EA,NA,osgb4000000019431355,NA,Local Road,40.6008474424119,39.6232255123179,0.977621930093989,1.02467295172096
false,0492B7A9-8A14-4B4B-8040-BE090009AD45,Unclassified,NA,Gregories Drive,NA,NA,NA,Single Carriageway,66,false,false,false,ACD2231C-A27B-4B3D-9216-7869303CF91F,A03D40CB-B962-4BEF-9FB5-8E7801543973,NA,osgb4000000019397399,NA,Minor Road,66.4486352462773,65,1.44863524627728,1.02228669609657
false,FBC5CB7B-2E2D-4E61-8175-353EC0B34EB6,Unclassified,NA,Hindemith Gardens,NA,NA,NA,Single Carriageway,13,false,false,false,C7FC4CFC-598D-4069-8E4A-7F4B71C9C007,4E6DC0A0-4726-407A-BBEE-D83C9BA27D96,NA,osgb4000000019417800,NA,Local Road,13.4164078649987,13.4164078649987,0,1
false,AAB3CB51-D42E-4404-9FD4-FD8197099E8B,Unclassified,NA,Hindemith Gardens,NA,NA,NA,Single Carriageway,53,false,false,false,AC76F120-F663-46AE-A0EE-91CCD71505E2,C7FC4CFC-598D-4069-8E4A-7F4B71C9C007,NA,osgb4000000019417800,NA,Local Road,52.773099207835,52.773099207835,0,1
false,1B979E98-5936-40A3-930B-D846A2A02AFA,Unclassified,NA,Countess Way,NA,NA,NA,Single Carriageway,125,false,false,false,E9A47FD9-1573-4D04-98C7-BBA8E1216DFD,DA8B2DEE-8A1C-406B-A516-E5B03CB543CB,NA,osgb4000000019782172,NA,Local Road,125.177030596612,125.177030241186,3.55425640918838e-07,1.00000000283938
false,12D9A7AA-F765-4AF5-ABAE-DE11816CF0D7,Unknown,NA,Countess Way,NA,NA,NA,Single Carriageway,125,false,false,false,99957C2F-11FB-444E-9F9D-AB4C70576797,28B248DA-927A-423D-A392-5FF0922B6E7B,NA,osgb4000000019782172,NA,Local Road,125.444735689775,125.444735640827,4.89472284925796e-08,1.00000000039019
false,FDEE45BC-EBAB-4CE7-A891-D4B08F189FF1,Unknown,NA,Tarka Mews,NA,NA,NA,Single Carriageway,59,false,false,false,02F63D85-4721-4D45-9B96-009AD5DFDD70,D3DBA958-C4E9-42EC-95CF-925A4DEF561F,NA,osgb5000005247014860,NA,Local Access Road,58.9035231091148,58.903522814873,2.94241814913221e-07,1.00000000499532
false,1942FD74-564C-4B15-B36C-FCB9F38C464B,Unclassified,NA,Bodmin Place,NA,NA,NA,Single Carriageway,63,false,false,false,2CB4B081-F68D-4E09-A081-941EB50AA446,86167134-0F03-44C4-B5A3-D7796965BC74,NA,osgb4000000019771089,NA,Local Road,62.8271001387279,62.8271000444868,9.42411020332656e-08,1.00000000150001
false,9CDDE749-B254-4835-AB25-8EB1D0122F4C,Unclassified,NA,Wenford,NA,NA,NA,Single Carriageway,63,false,false,false,73A8E915-7F37-466C-9203-4C265FDB8A81,657250CB-7F08-4070-8CCE-DCD5246CFD1A,NA,osgb4000000019754117,NA,Local Road,62.8049582407228,55.7191852058287,7.08577303489411,1.12716935843048
false,27BD1461-6FBA-424D-9D3F-F7FD6329A7DF,Unclassified,NA,Bure Valley,NA,NA,NA,Single Carriageway,55,false,false,false,657250CB-7F08-4070-8CCE-DCD5246CFD1A,466C0BE2-921A-4CE6-81F5-659A610AF34C,NA,osgb4000000019777733,NA,Local Road,55.2634630369747,55.2634598989145,3.13806026497332e-06,1.00000005678364
false,67493461-B3AA-419D-955F-EDA60421178A,Unclassified,NA,Strathspey Gate,NA,NA,NA,Single Carriageway,40,false,false,false,7DB7E9A5-2C13-4A8F-B7E9-BE36E5F9A8A2,466C0BE2-921A-4CE6-81F5-659A610AF34C,NA,osgb4000000019754118,NA,Local Road,40.4150728181532,40.4150726833651,1.34788109562578e-07,1.0000000033351
false,6CC460C1-F207-47BB-8241-2B8ED5DCD5C2,Unclassified,NA,Bure Valley,NA,NA,NA,Single Carriageway,10,false,false,false,466C0BE2-921A-4CE6-81F5-659A610AF34C,2CB4B081-F68D-4E09-A081-941EB50AA446,NA,osgb4000000019777733,NA,Local Road,10.3377091987436,10.3377076762556,1.5224880591802e-06,1.00000014727521
false,E54D61E0-EB3C-4288-9568-964C0CAEEFF2,Unclassified,NA,Bure Valley,NA,NA,NA,Single Carriageway,54,false,false,false,2CB4B081-F68D-4E09-A081-941EB50AA446,3DA6CEF2-A4C7-4C62-A266-B83E24F4E704,NA,osgb4000000019777733,NA,Local Road,54.4034006022095,54.3992031191803,0.00419748302913803,1.0000771607448
false,069E221B-BC51-4CCE-BA92-D5C96B85ACAA,Unclassified,NA,Grosmont,NA,NA,NA,Single Carriageway,96,false,false,false,7DB7E9A5-2C13-4A8F-B7E9-BE36E5F9A8A2,3DA6CEF2-A4C7-4C62-A266-B83E24F4E704,NA,osgb4000000019771090,NA,Local Road,96.0126579400312,75.2814054066504,20.7312525333808,1.27538344191897
false,CEF8FABA-F0D9-4362-A788-BFB610A2565A,Unclassified,NA,Countess Way,NA,NA,NA,Single Carriageway,9,false,false,false,E9A47FD9-1573-4D04-98C7-BBA8E1216DFD,28B248DA-927A-423D-A392-5FF0922B6E7B,NA,osgb4000000019782172,NA,Local Road,8.71699489500954,8.71699489500954,0,1
false,DFA82C18-70C7-48C3-98B1-B80C8368F949,Unknown,NA,Countess Way,NA,NA,NA,Single Carriageway,148,false,false,false,79D1C7F6-6F32-4DA0-A8D9-075BAB8BEEFF,E9A47FD9-1573-4D04-98C7-BBA8E1216DFD,NA,osgb4000000019782172,NA,Local Road,148.091393726137,148.089822742797,0.00157098334076977,1.00001060831401
false,4F4C8250-CAAC-4B8C-9F21-72C5DFB785C8,Unclassified,NA,Cranmore Circle,NA,NA,NA,Single Carriageway,61,false,false,false,42CAAF0D-CC0F-41A3-A473-9F3ADFD114DC,57524B66-E641-4599-89F9-10BA5A0D36C8,NA,osgb4000000019782173,NA,Local Road,60.6266825259418,55.6693452449322,4.95733728100966,1.08904967822414
false,2E99F6A5-D536-42B3-AA36-588117C378FF,Unclassified,NA,Strathspey Gate,NA,NA,NA,Single Carriageway,45,false,false,false,986848F5-4D2A-46A6-848F-460AEFD9B279,7DB7E9A5-2C13-4A8F-B7E9-BE36E5F9A8A2,NA,osgb4000000019754118,NA,Local Road,44.5333680990354,43.2187332067868,1.31463489224864,1.03041817273909
false,43015B69-819B-479E-AC13-056B11C373AD,Unclassified,NA,NA,NA,NA,NA,Single Carriageway,55,false,false,false,28B248DA-927A-423D-A392-5FF0922B6E7B,42CAAF0D-CC0F-41A3-A473-9F3ADFD114DC,NA,NA,NA,Local Road,54.726816221874,54.726816095964,1.25909991766093e-07,1.0000000023007
false,83B91AC0-5D4D-4B29-A9EF-8E065D25055A,Unknown,NA,Countess Way,NA,NA,NA,Single Carriageway,148,false,false,false,28B248DA-927A-423D-A392-5FF0922B6E7B,4E2307CB-7234-46E2-A20D-A5FAF2AB4155,NA,osgb4000000019782172,NA,Local Road,147.923235651066,147.923001930069,0.000233720996959619,1.00000158001794
false,8FDA0CEA-2311-4DFB-885D-246848D6C6F1,Unclassified,NA,Cranmore Circle,NA,NA,NA,Single Carriageway,58,false,false,false,0FCB0898-F925-43B9-8CEB-4880F4F6C502,42CAAF0D-CC0F-41A3-A473-9F3ADFD114DC,NA,osgb4000000019782173,NA,Local Road,58.180174945436,53.814795363313,4.36537958212296,1.08111857626981
false,9BF80491-E638-4B1F-B7E1-F851119A9BFD,Unclassified,NA,Nairn Grove,NA,NA,NA,Single Carriageway,47,false,false,false,FFDEDAAE-1ADF-470D-954A-7514B3FCC3F7,7BD58075-E2BD-4DF1-A586-2C7805B82FF8,NA,osgb4000000019771091,NA,Local Road,46.6457170418498,46.6457168451855,1.96664359464194e-07,1.00000000421613
false,02607DFB-BB89-4488-96BE-076E61036C79,Unclassified,NA,Marley Hill,NA,NA,NA,Single Carriageway,60,false,false,false,986848F5-4D2A-46A6-848F-460AEFD9B279,14E67525-803F-44A2-8868-F73789758446,NA,osgb5000005100138501,NA,Local Road,59.7364631639509,59.7364629016595,2.62291408148485e-07,1.00000000439081
false,2B7708C5-A12E-49C5-8C52-D3741DC6A8B3,Unclassified,NA,Strathspey Gate,NA,NA,NA,Single Carriageway,8,false,false,false,FFDEDAAE-1ADF-470D-954A-7514B3FCC3F7,986848F5-4D2A-46A6-848F-460AEFD9B279,NA,osgb4000000019754118,NA,Local Road,8.07975930052092,8.0797586597215,6.40799418860638e-07,1.00000007930923
false,D5322BAD-F847-44AE-99CA-E0E034FCF9FF,Unclassified,NA,Strathspey Gate,NA,NA,NA,Single Carriageway,60,false,false,false,EDFB8FA9-8223-4983-AECB-9AA68B0FA2D6,FFDEDAAE-1ADF-470D-954A-7514B3FCC3F7,NA,osgb4000000019754118,NA,Local Road,60.2130882782582,60.2130882782582,0,1
false,4EFD95EC-B071-4CE9-94D7-7342BA57798A,Unclassified,NA,Cranmore Circle,NA,NA,NA,Single Carriageway,58,false,false,false,DDB3E086-F26E-46CD-BA87-BA77FB4757B4,0FCB0898-F925-43B9-8CEB-4880F4F6C502,NA,osgb4000000019782173,NA,Local Road,58.049645952404,54.2171199899045,3.83252596249957,1.07068848295913
false,80F183F5-1786-49D6-B644-CF32C1BA3240,Not Classified,NA,Somerset Walk,NA,NA,NA,Single Carriageway,90,false,false,false,0B61D208-FE36-4715-B69A-A1ED978E791A,5D609D7B-EC2A-4BE9-B534-52D8B48FE031,NA,osgb4000000019779143,NA,Local Road,90.0922867473516,63.1738276503984,26.9184590969532,1.42610144260878
false,0EBD8768-BB3E-4D52-A539-CEE5B64917C3,Not Classified,NA,Somerset Walk,NA,NA,NA,Single Carriageway,58,false,false,false,0FCB0898-F925-43B9-8CEB-4880F4F6C502,0B61D208-FE36-4715-B69A-A1ED978E791A,NA,osgb4000000019779143,NA,Local Road,57.5630159043371,57.5630159043371,7.105427357601e-15,1
false,8FE7FD34-0183-40C4-80FF-A49EF8BC275B,Unclassified,NA,Newport Road,NA,NA,NA,Single Carriageway,107,false,false,false,79D1C7F6-6F32-4DA0-A8D9-075BAB8BEEFF,EDFB8FA9-8223-4983-AECB-9AA68B0FA2D6,NA,osgb4000000019392919,NA,Minor Road,107.349045847017,107.342840003431,0.0062058435854766,1.00005781329789
false,ED4C6EB6-F0CA-4D23-834F-EC254E241AF4,Not Classified,NA,Somerset Walk,NA,NA,NA,Single Carriageway,110,false,false,false,0B61D208-FE36-4715-B69A-A1ED978E791A,F873C204-EC7E-4FF1-9CAF-1A2C8131E7E6,NA,osgb4000000019779143,NA,Local Road,109.683052638268,85.152954734402,24.5300979038662,1.28807101268978
false,A5C62E74-DB03-4CC1-9319-B05F37138F89,Not Classified,NA,Bridgewater Close,NA,NA,NA,Single Carriageway,92,false,false,false,4B25FD84-C5A3-48C3-B35E-6DAA537CBA13,DF6D685B-89CF-43AD-94F5-AD1AA5A58F1F,NA,osgb5000005229725940,NA,Local Road,91.831956923227,91.7231486594304,0.108808263796533,1.00118626830181
false,B61CC7A2-8FC3-40D3-B561-2650729C6FF1,Unclassified,NA,Newport Road,NA,NA,NA,Single Carriageway,11,false,false,false,4E2307CB-7234-46E2-A20D-A5FAF2AB4155,79D1C7F6-6F32-4DA0-A8D9-075BAB8BEEFF,NA,osgb4000000019392919,NA,Minor Road,10.5259957740357,10.5259916397177,4.13431799728414e-06,1.0000003927723
false,A6CFBE37-291B-4650-9A7A-D4C02E0D7955,Not Classified,NA,Countess Way,NA,NA,NA,Single Carriageway,123,false,false,false,79D1C7F6-6F32-4DA0-A8D9-075BAB8BEEFF,F30069E2-8CB5-42F6-B03A-37C9351EE62A,NA,osgb4000000019782172,NA,Local Road,122.934746231477,121.919561186898,1.01518504457918,1.00832667895698
false,F1A3B18A-99EF-43A1-BD7A-B3EFF39EEA4B,Not Classified,NA,Countess Way,NA,NA,NA,Single Carriageway,123,false,false,false,4E2307CB-7234-46E2-A20D-A5FAF2AB4155,F30069E2-8CB5-42F6-B03A-37C9351EE62A,NA,osgb4000000019782172,NA,Local Road,123.063055597404,122.625862280384,0.437193317020061,1.00356526191857
false,AACE1343-A9BF-46FB-A711-85EEF2D20948,Not Classified,NA,Rosebush Row,NA,NA,NA,Single Carriageway,101,false,false,false,A197C36D-E927-43A3-A459-6A44C387BA49,5B5E7FE4-E502-4238-9705-4A2BE92CEA9B,NA,osgb5000005222218500,NA,Local Road,100.910266308081,100.825288990399,0.08497731768216,1.00084281749681
false,4C54E45D-9F13-41FC-9EE5-DD80A7BD56BA,Unclassified,NA,Bransworth Avenue,NA,NA,NA,Single Carriageway,211,false,false,false,A66087FE-03D5-4666-AF0F-B0B745F62122,D3803C45-E52E-4033-9207-1D798ABB068F,NA,osgb4000000019397402,NA,Local Road,210.608641798004,210.608641798004,0,1
false,43FFD0F0-03AE-456A-AE46-775388FBC876,Unclassified,NA,Elmswell Gate,NA,NA,NA,Slip Road,50,false,false,false,161AF7D0-2047-4EB4-BEDA-5945D669441F,4A535B92-0E87-4E01-80A7-1D84C9A7D0EF,NA,osgb5000005125684588,NA,Local Road,49.8303016911884,49.0102030193714,0.820098671816986,1.0167332233146
false,6C6E67C2-8BA8-44D1-A042-6799A6060F18,Unclassified,NA,Groveway,NA,NA,NA,Single Carriageway,28,false,false,false,75A84B0A-1A50-42C4-8E73-85A434A1A11C,161AF7D0-2047-4EB4-BEDA-5945D669441F,NA,osgb4000000019404799,NA,Minor Road,28.0178514522438,28.0178514522438,0,1
false,D52DE955-75BD-412A-AC45-3F26F5774BB0,Unclassified,NA,Harding Road,NA,NA,NA,Slip Road,47,false,false,false,D4652AE3-DBA7-42D2-BF89-DB58195D099E,75A84B0A-1A50-42C4-8E73-85A434A1A11C,NA,osgb4000000019404797,NA,Local Road,47.1339216580617,46.0977222864644,1.03619937159728,1.0224783204072
false,9E0355BD-7786-4D5C-973A-6B4D3786CE68,Unclassified,NA,Groveway,NA,NA,NA,Single Carriageway,8,false,false,false,161AF7D0-2047-4EB4-BEDA-5945D669441F,3F845DB1-D7B7-4690-8F0E-B58DB6A28D60,NA,osgb4000000019404799,NA,Minor Road,8.06225774829855,8.06225774829855,0,1
false,6167873A-FEEC-40EC-84FD-B99E55D800E3,Unclassified,NA,Harding Road,NA,NA,NA,Single Carriageway,28,false,false,false,D4652AE3-DBA7-42D2-BF89-DB58195D099E,3F845DB1-D7B7-4690-8F0E-B58DB6A28D60,NA,osgb4000000019404797,NA,Local Road,28.0178514522438,28.0178514522438,0,1
false,278602D0-F430-42C9-BC40-6400A4BCA5D8,Unclassified,NA,Groveway,NA,NA,NA,Single Carriageway,178,false,false,false,3F845DB1-D7B7-4690-8F0E-B58DB6A28D60,663408D8-C07F-4EAC-89D6-F32DF89F7168,NA,osgb4000000019404799,NA,Minor Road,178.010522646742,178.010522441785,2.0495707531154e-07,1.00000000115138
false,C9F42C08-A055-4150-B888-A714E50C473B,Unclassified,NA,Newport Road,NA,NA,NA,Single Carriageway,182,false,false,false,9822C3A2-D0E2-4298-A1D1-C7586A3185A0,22BE1349-D27B-4CAB-A120-46084869724E,NA,osgb4000000019392919,NA,Minor Road,181.928086763429,181.020082035101,0.908004728328621,1.00501604417654
false,9AE8BC93-3546-419A-913C-AB8F40282434,Unclassified,NA,Harding Road,NA,NA,NA,Single Carriageway,245,false,false,false,A66087FE-03D5-4666-AF0F-B0B745F62122,D4652AE3-DBA7-42D2-BF89-DB58195D099E,NA,osgb4000000019404797,NA,Local Road,244.9543074442,239.175667658732,5.77863978546844,1.02416065079711
false,7ADB91CD-8B31-48BC-837E-B70141D32594,Unclassified,NA,Bransworth Avenue,NA,NA,NA,Single Carriageway,186,false,false,false,C39AA06E-3D20-4E68-9B40-A3F2CD019C05,A66087FE-03D5-4666-AF0F-B0B745F62122,NA,osgb4000000019397402,NA,Local Road,185.607111932706,185.607111932706,0,1
false,57C172CB-FAE9-4710-83E8-9EED7B899AB7,Unclassified,NA,Newport Road,NA,NA,NA,Single Carriageway,66,false,false,false,22BE1349-D27B-4CAB-A120-46084869724E,7503F6CF-9223-4461-B368-90A9C51D48F3,NA,osgb4000000019392919,NA,Minor Road,65.543392287336,65.5433917340331,5.53302911043829e-07,1.00000000844178
false,8F10077C-22E0-4274-8DE8-E84D964E438F,Unclassified,NA,Newport Road,NA,NA,NA,Single Carriageway,69,false,false,false,22BE1349-D27B-4CAB-A120-46084869724E,8EDE7A2D-BDCB-421F-8A1E-205888CD13FB,NA,osgb4000000019392919,NA,Minor Road,68.5348436928364,68.5348436928364,0,1
false,7A711C59-01BD-4144-96E2-52E7FC851DD6,Unclassified,NA,Groveway,NA,NA,NA,Single Carriageway,77,false,false,false,663408D8-C07F-4EAC-89D6-F32DF89F7168,9A7D2C6A-73CC-4E78-8EF7-7555995B2609,NA,osgb4000000019404799,NA,Minor Road,77.1968375431792,77.1968373704976,1.72681609456049e-07,1.0000000022369
false,3A032996-C0CB-48CA-AF0F-FAA2CCCC8715,Unclassified,NA,Groveway,NA,NA,NA,Single Carriageway,88,false,false,false,663408D8-C07F-4EAC-89D6-F32DF89F7168,3081631C-2098-4974-83D0-6D089861EAF9,NA,osgb4000000019404799,NA,Minor Road,87.8174546035429,84.9865742338382,2.83088036970472,1.03330973621687
false,D8059AA1-ECCC-44EB-BA00-6423C3DB3DF2,A Road,A421,Newport Road,NA,NA,NA,Roundabout,3,true,false,false,8EDE7A2D-BDCB-421F-8A1E-205888CD13FB,9A7D2C6A-73CC-4E78-8EF7-7555995B2609,NA,osgb4000000019392919,osgb4000000019591450,A Road,3.38147896637442,3.38147896637442,0,1
false,FFAAD928-8AF7-4018-A861-ACBB0E56314B,A Road,A421,Newport Road,NA,NA,NA,Roundabout,49,true,false,false,9A7D2C6A-73CC-4E78-8EF7-7555995B2609,3081631C-2098-4974-83D0-6D089861EAF9,NA,osgb4000000019392919,osgb4000000019591450,A Road,49.4490311507848,47.4724056689963,1.97662548178854,1.04163735656395
